"","area_id","representativeness_norm","h_items","h_items_norm","h_items_weight","h_items_weight_norm","f_sweets_jan","f_sweets_feb","f_sweets_mar","f_sweets_apr","f_sweets_may","f_sweets_jun","f_sweets_jul","f_sweets_aug","f_sweets_sep","f_sweets_oct","f_sweets_nov","f_sweets_dec","f_sweets_weight_jan","f_sweets_weight_feb","f_sweets_weight_mar","f_sweets_weight_apr","f_sweets_weight_may","f_sweets_weight_jun","f_sweets_weight_jul","f_sweets_weight_aug","f_sweets_weight_sep","f_sweets_weight_oct","f_sweets_weight_nov","f_sweets_weight_dec"
"2664","E01003966",0.404815235615649,3.3077365658846,0.809239544027946,2.87439083705859,0.830885288084069,0.149091983842895,0.15606656998826,0.149486362026213,0.151014865637507,0.156254912440658,0.149156287665729,0.15373198324483,0.156106857467652,0.144016827160088,0.161544994181109,0.153930092576296,0.164331446599239,0.0964193650437334,0.105161852072767,0.104999742857571,0.102669415313804,0.100745109764814,0.0949088621485764,0.0998915252138686,0.100982499115814,0.100130660947653,0.118372365632187,0.114121607619963,0.131423165349309
"2665","E01003967",0.178230688624256,3.32592801110931,0.813690090964085,2.80370321549826,0.810451983034907,0.156037991858887,0.178462874511507,0.208595776213412,0.157335512872906,0.167787742899851,0.149192033070274,0.172373989996152,0.164604810996564,0.170124481327801,0.183034008406572,0.194241842610365,0.158225198827961,0.109099511694702,0.101859116810885,0.120883208501785,0.0753771105683361,0.107465752763165,0.0939945608992543,0.104653805610743,0.103640914004136,0.12317687106217,0.121197309533462,0.148465250268041,0.124879661173553
"2666","E01003968",0.285042115942282,3.27283952180315,0.800701963275097,2.79462438465092,0.807827612372852,0.152313374805599,0.155066333397424,0.190809016250218,0.152820090572252,0.169087878066206,0.163757791629564,0.173175650898423,0.172471440512678,0.153490165831084,0.168747346072187,0.158116526200073,0.176644081307294,0.0968796867585534,0.0946356527085651,0.109934989412419,0.0859454591201373,0.0993101380110888,0.0992411056855656,0.102165987877022,0.0994244705892897,0.0889909015687864,0.115311045696197,0.107391801484649,0.128237633672672
"2667","E01003969",0.208351118003048,3.32299445387794,0.812972394597095,2.78836762055103,0.806019001945006,0.113549929370857,0.138863942523574,0.140956898329552,0.136756356455196,0.133643969077624,0.126949629250831,0.119975786924939,0.132210132210132,0.128655720882504,0.128246942341293,0.144040619989311,0.154282115869018,0.0838346638145095,0.100618207874727,0.108418851058698,0.0941618219172094,0.0930803670412628,0.0791146492699012,0.0870051644599594,0.0792346782848782,0.0985363757798596,0.0787904977470674,0.0968788543461717,0.120851433461736
"2668","E01003970",0.242864844398845,3.26470965185039,0.798712986183803,2.77206590346104,0.801306748925703,0.150804597701149,0.176356275303644,0.18523720349563,0.162812796959138,0.173558708119529,0.167296191375511,0.154013377926421,0.179054647689334,0.186539480657128,0.177933051673708,0.16634564874803,0.166111030584143,0.0906276106919099,0.108673716056053,0.109957979946145,0.0971967998093782,0.0974748291667017,0.0957211442447436,0.0871344560331585,0.100569002258177,0.11424991853542,0.114126153853593,0.106234939531359,0.130654934200951
"2669","E01003971",0.30498908753224,3.25651339239803,0.79670776686544,2.81117929922353,0.812613055878492,0.148726655348048,0.156869816083664,0.160924630236472,0.150258613132287,0.157252634080646,0.156969367409824,0.155600076321313,0.151913640824338,0.160136452241715,0.171813748924371,0.169164442619585,0.177025623268698,0.106538611431679,0.0953139123615819,0.0985501756780439,0.0871427686276228,0.0863131469699328,0.0797759925987486,0.0927570283580462,0.0950559222867944,0.112641254402832,0.110925496432097,0.103846594213031,0.117919208684797
"2670","E01003972",0.208349121697443,3.31250761624519,0.810406784085138,2.85365133027954,0.824890226159066,0.147896714753303,0.163300789086532,0.177758535378525,0.158730158730159,0.150369308786242,0.145325084627057,0.152559300873908,0.139165009940358,0.16308957717517,0.159538812173214,0.176744186046512,0.164540041317292,0.0988525012840561,0.0979304372726328,0.115432855966013,0.101136371680322,0.0883671111027838,0.0896297011137753,0.0913723533202414,0.0835746451015853,0.102621796266761,0.112722700970253,0.133447012803654,0.124697514366582
"2671","E01003973",0.203851479949084,3.38362503253345,0.827805698534108,2.88236463991249,0.833190234021126,0.150966002695821,0.148212612130138,0.167519181585678,0.163903234574613,0.166235347845943,0.160902047592695,0.150723354000591,0.142786069651741,0.150943396226415,0.150965307011177,0.16832350463353,0.182856356631811,0.0863562423065626,0.0856525043121348,0.0987136654730738,0.097351217267883,0.084088972693406,0.0996901742220498,0.0966161018802536,0.095546505463901,0.094180522710286,0.105056177222638,0.111511424031103,0.154623475942188
"2672","E01003974",0.23153669712835,3.03175228681644,0.741719840537813,2.36483961351658,0.683591952150831,0.0937479669507514,0.101837187203041,0.147385422975974,0.128309379727685,0.126754019143202,0.132660272589601,0.131267293857222,0.105721271393643,0.107281652689712,0.126737967914439,0.131994261119082,0.169740308618743,0.040415402110534,0.0461147852809044,0.0843509245263571,0.0689630877276754,0.0653139131480746,0.077419165950577,0.0700805067095055,0.0610541351902447,0.0552836039400889,0.0731999566251052,0.0852757988689753,0.127143171286926
"2673","E01003975",0.359601503647126,3.28857349795461,0.804551289070225,2.83542126800584,0.819620556374153,0.143632512576119,0.159288647595183,0.162608389594599,0.145246418534512,0.145621410005455,0.143827820508399,0.140113798008535,0.15474013107758,0.160805847485363,0.157200399098333,0.155136896512978,0.161449047992584,0.0901431786683166,0.103965056447691,0.101954811848726,0.0864083106709996,0.0895528715859375,0.086672191419451,0.0871254877477276,0.100671589486486,0.102204583525286,0.101834970007788,0.10214036239698,0.116617922774575
